PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Cabin
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",female,,0,0,330980,
361,0,3,"Skoog, Mr. Wilhelm",male,40,1,4,347088,
362,0,2,"del Carlo, Mr. Sebastiano",male,29,1,0,SC/PARIS 2167,
363,0,3,"Barbara, Mrs. (Catherine David)",female,45,0,1,2691,
364,0,3,"Asim, Mr. Adola",male,35,0,0,SOTON/O.Q. 3101310,
365,0,3,"O'Brien, Mr. Thomas",male,,1,0,370365,
366,0,3,"Adahl, Mr. Mauritz Nils Martin",male,30,0,0,C 7076,
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60,1,0,110813,D37
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",female,,0,0,2626,
369,1,3,"Jermyn, Miss. Annie",female,,0,0,14313,
370,1,1,"Aubart, Mme. Leontine Pauline",female,24,0,0,PC 17477,B35
371,1,1,"Harder, Mr. George Achilles",male,25,1,0,11765,E50
372,0,3,"Wiklund, Mr. Jakob Alfred",male,18,1,0,3101267,
373,0,3,"Beavan, Mr. William Thomas",male,19,0,0,323951,
374,0,1,"Ringhini, Mr. Sante",male,22,0,0,PC 17760,
375,0,3,"Palsson, Miss. Stina Viola",female,3,3,1,349909,
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,,1,0,PC 17604,
377,1,3,"Landergren, Miss. Aurora Adelia",female,22,0,0,C 7077,
378,0,1,"Widener, Mr. Harry Elkins",male,27,0,2,113503,C82
379,0,3,"Betros, Mr. Tannous",male,20,0,0,2648,
380,0,3,"Gustafsson, Mr. Karl Gideon",male,19,0,0,347069,
381,1,1,"Bidois, Miss. Rosalie",female,42,0,0,PC 17757,
382,1,3,"Nakid, Miss. Maria (""Mary"")",female,1,0,2,2653,
383,0,3,"Tikkanen, Mr. Juho",male,32,0,0,STON/O 2. 3101293,
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35,1,0,113789,
385,0,3,"Plotcharsky, Mr. Vasil",male,,0,0,349227,
386,0,2,"Davies, Mr. Charles Henry",male,18,0,0,S.O.C. 14879,
387,0,3,"Goodwin, Master. Sidney Leonard",male,1,5,2,CA 2144,
388,1,2,"Buss, Miss. Kate",female,36,0,0,27849,
389,0,3,"Sadlier, Mr. Matthew",male,,0,0,367655,
390,1,2,"Lehmann, Miss. Bertha",female,17,0,0,SC 1748,
391,1,1,"Carter, Mr. William Ernest",male,36,1,2,113760,B96 B98
392,1,3,"Jansson, Mr. Carl Olof",male,21,0,0,350034,
393,0,3,"Gustafsson, Mr. Johan Birger",male,28,2,0,3101277,
394,1,1,"Newell, Miss. Marjorie",female,23,1,0,35273,D36
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24,0,2,PP 9549,G6
396,0,3,"Johansson, Mr. Erik",male,22,0,0,350052,
397,0,3,"Olsson, Miss. Elina",female,31,0,0,350407,
398,0,2,"McKane, Mr. Peter David",male,46,0,0,28403,
399,0,2,"Pain, Dr. Alfred",male,23,0,0,244278,
400,1,2,"Trout, Mrs. William H (Jessie L)",female,28,0,0,240929,
401,1,3,"Niskanen, Mr. Juha",male,39,0,0,STON/O 2. 3101289,
402,0,3,"Adams, Mr. John",male,26,0,0,341826,
403,0,3,"Jussila, Miss. Mari Aina",female,21,1,0,4137,
404,0,3,"Hakkarainen, Mr. Pekka Pietari",male,28,1,0,STON/O2. 3101279,
405,0,3,"Oreskovic, Miss. Marija",female,20,0,0,315096,
406,0,2,"Gale, Mr. Shadrach",male,34,1,0,28664,
407,0,3,"Widegren, Mr. Carl/Charles Peter",male,51,0,0,347064,
408,1,2,"Richards, Master. William Rowe",male,3,1,1,29106,
409,0,3,"Birkeland, Mr. Hans Martin Monsen",male,21,0,0,312992,
410,0,3,"Lefebre, Miss. Ida",female,,3,1,4133,
411,0,3,"Sdycoff, Mr. Todor",male,,0,0,349222,
412,0,3,"Hart, Mr. Henry",male,,0,0,394140,
413,1,1,"Minahan, Miss. Daisy E",female,33,1,0,19928,C78
414,0,2,"Cunningham, Mr. Alfred Fleming",male,,0,0,239853,
415,1,3,"Sundman, Mr. Johan Julian",male,44,0,0,STON/O 2. 3101269,
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,,0,0,343095,
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34,1,1,28220,
418,1,2,"Silven, Miss. Lyyli Karoliina",female,18,0,2,250652,
419,0,2,"Matthews, Mr. William John",male,30,0,0,28228,
420,0,3,"Van Impe, Miss. Catharina",female,10,0,2,345773,
421,0,3,"Gheorgheff, Mr. Stanio",male,,0,0,349254,
422,0,3,"Charters, Mr. David",male,21,0,0,A/5. 13032,
423,0,3,"Zimmerman, Mr. Leo",male,29,0,0,315082,
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28,1,1,347080,
425,0,3,"Rosblom, Mr. Viktor Richard",male,18,1,1,370129,
426,0,3,"Wiseman, Mr. Phillippe",male,,0,0,A/4. 34244,
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28,1,0,2003,
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19,0,0,250655,
429,0,3,"Flynn, Mr. James",male,,0,0,364851,
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32,0,0,SOTON/O.Q. 392078,E10
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28,0,0,110564,C52
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,,1,0,376564,
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42,1,0,SC/AH 3085,
434,0,3,"Kallio, Mr. Nikolai Erland",male,17,0,0,STON/O 2. 3101274,
435,0,1,"Silvey, Mr. William Baird",male,50,1,0,13507,E44
436,1,1,"Carter, Miss. Lucile Polk",female,14,1,2,113760,B96 B98
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21,2,2,W./C. 6608,
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24,2,3,29106,
439,0,1,"Fortune, Mr. Mark",male,64,1,4,19950,C23 C25 C27
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31,0,0,C.A. 18723,
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45,1,1,F.C.C. 13529,
442,0,3,"Hampe, Mr. Leon",male,20,0,0,345769,
443,0,3,"Petterson, Mr. Johan Emil",male,25,1,0,347076,
444,1,2,"Reynaldo, Ms. Encarnacion",female,28,0,0,230434,
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",male,,0,0,65306,
446,1,1,"Dodge, Master. Washington",male,4,0,2,33638,A34
447,1,2,"Mellinger, Miss. Madeleine Violet",female,13,0,1,250644,
448,1,1,"Seward, Mr. Frederic Kimber",male,34,0,0,113794,
449,1,3,"Baclini, Miss. Marie Catherine",female,5,2,1,2666,
450,1,1,"Peuchen, Major. Arthur Godfrey",male,52,0,0,113786,C104
451,0,2,"West, Mr. Edwy Arthur",male,36,1,2,C.A. 34651,
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,,1,0,65303,
453,0,1,"Foreman, Mr. Benjamin Laventall",male,30,0,0,113051,C111
454,1,1,"Goldenberg, Mr. Samuel L",male,49,1,0,17453,C92
455,0,3,"Peduzzi, Mr. Joseph",male,,0,0,A/5 2817,
456,1,3,"Jalsevac, Mr. Ivan",male,29,0,0,349240,
457,0,1,"Millet, Mr. Francis Davis",male,65,0,0,13509,E38
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",female,,1,0,17464,D21
459,1,2,"Toomey, Miss. Ellen",female,50,0,0,F.C.C. 13531,
460,0,3,"O'Connor, Mr. Maurice",male,,0,0,371060,
461,1,1,"Anderson, Mr. Harry",male,48,0,0,19952,E12
462,0,3,"Morley, Mr. William",male,34,0,0,364506,
463,0,1,"Gee, Mr. Arthur H",male,47,0,0,111320,E63
464,0,2,"Milling, Mr. Jacob Christian",male,48,0,0,234360,
465,0,3,"Maisner, Mr. Simon",male,,0,0,A/S 2816,
466,0,3,"Goncalves, Mr. Manuel Estanslas",male,38,0,0,SOTON/O.Q. 3101306,
467,0,2,"Campbell, Mr. William",male,,0,0,239853,
468,0,1,"Smart, Mr. John Montgomery",male,56,0,0,113792,
469,0,3,"Scanlan, Mr. James",male,,0,0,36209,
470,1,3,"Baclini, Miss. Helene Barbara",female,0.75,2,1,2666,
471,0,3,"Keefe, Mr. Arthur",male,,0,0,323592,
472,0,3,"Cacic, Mr. Luka",male,38,0,0,315089,
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33,1,2,C.A. 34651,
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23,0,0,SC/AH Basle 541,D
475,0,3,"Strandberg, Miss. Ida Sofia",female,22,0,0,7553,
476,0,1,"Clifford, Mr. George Quincy",male,,0,0,110465,A14
477,0,2,"Renouf, Mr. Peter Henry",male,34,1,0,31027,
478,0,3,"Braund, Mr. Lewis Richard",male,29,1,0,3460,
479,0,3,"Karlsson, Mr. Nils August",male,22,0,0,350060,
480,1,3,"Hirvonen, Miss. Hildur E",female,2,0,1,3101298,
481,0,3,"Goodwin, Master. Harold Victor",male,9,5,2,CA 2144,
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",male,,0,0,239854,
483,0,3,"Rouse, Mr. Richard Henry",male,50,0,0,A/5 3594,
484,1,3,"Turkula, Mrs. (Hedwig)",female,63,0,0,4134,
485,1,1,"Bishop, Mr. Dickinson H",male,25,1,0,11967,B49
486,0,3,"Lefebre, Miss. Jeannie",female,,3,1,4133,
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35,1,0,19943,C93
488,0,1,"Kent, Mr. Edward Austin",male,58,0,0,11771,B37
489,0,3,"Somerton, Mr. Francis William",male,30,0,0,A.5. 18509,
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",male,9,1,1,C.A. 37671,
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,,1,0,65304,
492,0,3,"Windelov, Mr. Einar",male,21,0,0,SOTON/OQ 3101317,
493,0,1,"Molson, Mr. Harry Markland",male,55,0,0,113787,C30
494,0,1,"Artagaveytia, Mr. Ramon",male,71,0,0,PC 17609,
495,0,3,"Stanley, Mr. Edward Roland",male,21,0,0,A/4 45380,
496,0,3,"Yousseff, Mr. Gerious",male,,0,0,2627,
497,1,1,"Eustis, Miss. Elizabeth Mussey",female,54,1,0,36947,D20
498,0,3,"Shellard, Mr. Frederick William",male,,0,0,C.A. 6212,
499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25,1,2,113781,C22 C26
500,0,3,"Svensson, Mr. Olof",male,24,0,0,350035,
501,0,3,"Calic, Mr. Petar",male,17,0,0,315086,
502,0,3,"Canavan, Miss. Mary",female,21,0,0,364846,
503,0,3,"O'Sullivan, Miss. Bridget Mary",female,,0,0,330909,
504,0,3,"Laitinen, Miss. Kristina Sofia",female,37,0,0,4135,
505,1,1,"Maioni, Miss. Roberta",female,16,0,0,110152,B79
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",male,18,1,0,PC 17758,C65
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33,0,2,26360,
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,,0,0,111427,
509,0,3,"Olsen, Mr. Henry Margido",male,28,0,0,C 4001,
510,1,3,"Lang, Mr. Fang",male,26,0,0,1601,
511,1,3,"Daly, Mr. Eugene Patrick",male,29,0,0,382651,
512,0,3,"Webber, Mr. James",male,,0,0,SOTON/OQ 3101316,
513,1,1,"McGough, Mr. James Robert",male,36,0,0,PC 17473,E25
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54,1,0,PC 17603,
515,0,3,"Coleff, Mr. Satio",male,24,0,0,349209,
516,0,1,"Walker, Mr. William Anderson",male,47,0,0,36967,D46
517,1,2,"Lemore, Mrs. (Amelia Milley)",female,34,0,0,C.A. 34260,F33
518,0,3,"Ryan, Mr. Patrick",male,,0,0,371110,
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36,1,0,226875,
520,0,3,"Pavlovic, Mr. Stefo",male,32,0,0,349242,
521,1,1,"Perreault, Miss. Anne",female,30,0,0,12749,B73
522,0,3,"Vovk, Mr. Janko",male,22,0,0,349252,
523,0,3,"Lahoud, Mr. Sarkis",male,,0,0,2624,
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",female,44,0,1,111361,B18
525,0,3,"Kassem, Mr. Fared",male,,0,0,2700,
526,0,3,"Farrell, Mr. James",male,40.5,0,0,367232,
527,1,2,"Ridsdale, Miss. Lucy",female,50,0,0,W./C. 14258,
528,0,1,"Farthing, Mr. John",male,,0,0,PC 17483,C95
529,0,3,"Salonen, Mr. Johan Werner",male,39,0,0,3101296,
530,0,2,"Hocking, Mr. Richard George",male,23,2,1,29104,
531,1,2,"Quick, Miss. Phyllis May",female,2,1,1,26360,
532,0,3,"Toufik, Mr. Nakli",male,,0,0,2641,
533,0,3,"Elias, Mr. Joseph Jr",male,17,1,1,2690,
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",female,,0,2,2668,
535,0,3,"Cacic, Miss. Marija",female,30,0,0,315084,
536,1,2,"Hart, Miss. Eva Miriam",female,7,0,2,F.C.C. 13529,
537,0,1,"Butt, Major. Archibald Willingham",male,45,0,0,113050,B38
538,1,1,"LeRoy, Miss. Bertha",female,30,0,0,PC 17761,
539,0,3,"Risien, Mr. Samuel Beard",male,,0,0,364498,
540,1,1,"Frolicher, Miss. Hedwig Margaritha",female,22,0,2,13568,B39
541,1,1,"Crosby, Miss. Harriet R",female,36,0,2,WE/P 5735,B22
542,0,3,"Andersson, Miss. Ingeborg Constanzia",female,9,4,2,347082,
543,0,3,"Andersson, Miss. Sigrid Elisabeth",female,11,4,2,347082,
544,1,2,"Beane, Mr. Edward",male,32,1,0,2908,
545,0,1,"Douglas, Mr. Walter Donald",male,50,1,0,PC 17761,C86
546,0,1,"Nicholson, Mr. Arthur Ernest",male,64,0,0,693,
547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",female,19,1,0,2908,
548,1,2,"Padro y Manent, Mr. Julian",male,,0,0,SC/PARIS 2146,
549,0,3,"Goldsmith, Mr. Frank John",male,33,1,1,363291,
550,1,2,"Davies, Master. John Morgan Jr",male,8,1,1,C.A. 33112,
551,1,1,"Thayer, Mr. John Borland Jr",male,17,0,2,17421,C70
552,0,2,"Sharp, Mr. Percival James R",male,27,0,0,244358,
553,0,3,"O'Brien, Mr. Timothy",male,,0,0,330979,
554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",male,22,0,0,2620,
555,1,3,"Ohman, Miss. Velin",female,22,0,0,347085,
556,0,1,"Wright, Mr. George",male,62,0,0,113807,
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",female,48,1,0,11755,A16
558,0,1,"Robbins, Mr. Victor",male,,0,0,PC 17757,
559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",female,39,1,1,110413,E67
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",female,36,1,0,345572,
561,0,3,"Morrow, Mr. Thomas Rowan",male,,0,0,372622,
562,0,3,"Sivic, Mr. Husein",male,40,0,0,349251,
563,0,2,"Norman, Mr. Robert Douglas",male,28,0,0,218629,
564,0,3,"Simmons, Mr. John",male,,0,0,SOTON/OQ 392082,
565,0,3,"Meanwell, Miss. (Marion Ogden)",female,,0,0,SOTON/O.Q. 392087,
566,0,3,"Davies, Mr. Alfred J",male,24,2,0,A/4 48871,
567,0,3,"Stoytcheff, Mr. Ilia",male,19,0,0,349205,
568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",female,29,0,4,349909,
569,0,3,"Doharr, Mr. Tannous",male,,0,0,2686,
570,1,3,"Jonsson, Mr. Carl",male,32,0,0,350417,
571,1,2,"Harris, Mr. George",male,62,0,0,S.W./PP 752,
572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",female,53,2,0,11769,C101
573,1,1,"Flynn, Mr. John Irwin (""Irving"")",male,36,0,0,PC 17474,E25
574,1,3,"Kelly, Miss. Mary",female,,0,0,14312,
575,0,3,"Rush, Mr. Alfred George John",male,16,0,0,A/4. 20589,
576,0,3,"Patchett, Mr. George",male,19,0,0,358585,
577,1,2,"Garside, Miss. Ethel",female,34,0,0,243880,
578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",female,39,1,0,13507,E44
579,0,3,"Caram, Mrs. Joseph (Maria Elias)",female,,1,0,2689,
580,1,3,"Jussila, Mr. Eiriik",male,32,0,0,STON/O 2. 3101286,
581,1,2,"Christy, Miss. Julie Rachel",female,25,1,1,237789,
582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",female,39,1,1,17421,C68
583,0,2,"Downton, Mr. William James",male,54,0,0,28403,
584,0,1,"Ross, Mr. John Hugo",male,36,0,0,13049,A10
585,0,3,"Paulner, Mr. Uscher",male,,0,0,3411,
586,1,1,"Taussig, Miss. Ruth",female,18,0,2,110413,E68
587,0,2,"Jarvis, Mr. John Denzil",male,47,0,0,237565,
588,1,1,"Frolicher-Stehli, Mr. Maxmillian",male,60,1,1,13567,B41
589,0,3,"Gilinski, Mr. Eliezer",male,22,0,0,14973,
590,0,3,"Murdlin, Mr. Joseph",male,,0,0,A./5. 3235,
591,0,3,"Rintamaki, Mr. Matti",male,35,0,0,STON/O 2. 3101273,
592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",female,52,1,0,36947,D20
593,0,3,"Elsbury, Mr. William James",male,47,0,0,A/5 3902,
594,0,3,"Bourke, Miss. Mary",female,,0,2,364848,
595,0,2,"Chapman, Mr. John Henry",male,37,1,0,SC/AH 29037,
596,0,3,"Van Impe, Mr. Jean Baptiste",male,36,1,1,345773,
597,1,2,"Leitch, Miss. Jessie Wills",female,,0,0,248727,
598,0,3,"Johnson, Mr. Alfred",male,49,0,0,LINE,
599,0,3,"Boulos, Mr. Hanna",male,,0,0,2664,
600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",male,49,1,0,PC 17485,A20
601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",female,24,2,1,243847,
602,0,3,"Slabenoff, Mr. Petco",male,,0,0,349214,
603,0,1,"Harrington, Mr. Charles H",male,,0,0,113796,
604,0,3,"Torber, Mr. Ernst William",male,44,0,0,364511,
605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",male,35,0,0,111426,
606,0,3,"Lindell, Mr. Edvard Bengtsson",male,36,1,0,349910,
607,0,3,"Karaic, Mr. Milan",male,30,0,0,349246,
608,1,1,"Daniel, Mr. Robert Williams",male,27,0,0,113804,
609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",female,22,1,2,SC/Paris 2123,
610,1,1,"Shutes, Miss. Elizabeth W",female,40,0,0,PC 17582,C125
611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",female,39,1,5,347082,
612,0,3,"Jardin, Mr. Jose Neto",male,,0,0,SOTON/O.Q. 3101305,
613,1,3,"Murphy, Miss. Margaret Jane",female,,1,0,367230,
614,0,3,"Horgan, Mr. John",male,,0,0,370377,
615,0,3,"Brocklebank, Mr. William Alfred",male,35,0,0,364512,
616,1,2,"Herman, Miss. Alice",female,24,1,2,220845,
617,0,3,"Danbom, Mr. Ernst Gilbert",male,34,1,1,347080,
618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",female,26,1,0,A/5. 3336,
619,1,2,"Becker, Miss. Marion Louise",female,4,2,1,230136,F4
620,0,2,"Gavey, Mr. Lawrence",male,26,0,0,31028,
621,0,3,"Yasbeck, Mr. Antoni",male,27,1,0,2659,
622,1,1,"Kimball, Mr. Edwin Nelson Jr",male,42,1,0,11753,D19
623,1,3,"Nakid, Mr. Sahid",male,20,1,1,2653,
624,0,3,"Hansen, Mr. Henry Damsgaard",male,21,0,0,350029,
625,0,3,"Bowen, Mr. David John ""Dai""",male,21,0,0,54636,
626,0,1,"Sutton, Mr. Frederick",male,61,0,0,36963,D50
627,0,2,"Kirkland, Rev. Charles Leonard",male,57,0,0,219533,
628,1,1,"Longley, Miss. Gretchen Fiske",female,21,0,0,13502,D9
629,0,3,"Bostandyeff, Mr. Guentcho",male,26,0,0,349224,
630,0,3,"O'Connell, Mr. Patrick D",male,,0,0,334912,
631,1,1,"Barkworth, Mr. Algernon Henry Wilson",male,80,0,0,27042,A23
632,0,3,"Lundahl, Mr. Johan Svensson",male,51,0,0,347743,
633,1,1,"Stahelin-Maeglin, Dr. Max",male,32,0,0,13214,B50
634,0,1,"Parr, Mr. William Henry Marsh",male,,0,0,112052,
635,0,3,"Skoog, Miss. Mabel",female,9,3,2,347088,
636,1,2,"Davis, Miss. Mary",female,28,0,0,237668,
637,0,3,"Leinonen, Mr. Antti Gustaf",male,32,0,0,STON/O 2. 3101292,
638,0,2,"Collyer, Mr. Harvey",male,31,1,1,C.A. 31921,
639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",female,41,0,5,3101295,
640,0,3,"Thorneycroft, Mr. Percival",male,,1,0,376564,
641,0,3,"Jensen, Mr. Hans Peder",male,20,0,0,350050,
642,1,1,"Sagesser, Mlle. Emma",female,24,0,0,PC 17477,B35
643,0,3,"Skoog, Miss. Margit Elizabeth",female,2,3,2,347088,
644,1,3,"Foo, Mr. Choong",male,,0,0,1601,
645,1,3,"Baclini, Miss. Eugenie",female,0.75,2,1,2666,
646,1,1,"Harper, Mr. Henry Sleeper",male,48,1,0,PC 17572,D33
647,0,3,"Cor, Mr. Liudevit",male,19,0,0,349231,
648,1,1,"Simonius-Blumer, Col. Oberst Alfons",male,56,0,0,13213,A26
649,0,3,"Willey, Mr. Edward",male,,0,0,S.O./P.P. 751,
650,1,3,"Stanley, Miss. Amy Zillah Elsie",female,23,0,0,CA. 2314,
651,0,3,"Mitkoff, Mr. Mito",male,,0,0,349221,
652,1,2,"Doling, Miss. Elsie",female,18,0,1,231919,
653,0,3,"Kalvik, Mr. Johannes Halvorsen",male,21,0,0,8475,
654,1,3,"O'Leary, Miss. Hanora ""Norah""",female,,0,0,330919,
655,0,3,"Hegarty, Miss. Hanora ""Nora""",female,18,0,0,365226,
656,0,2,"Hickman, Mr. Leonard Mark",male,24,2,0,S.O.C. 14879,
657,0,3,"Radeff, Mr. Alexander",male,,0,0,349223,
658,0,3,"Bourke, Mrs. John (Catherine)",female,32,1,1,364849,
659,0,2,"Eitemiller, Mr. George Floyd",male,23,0,0,29751,
660,0,1,"Newell, Mr. Arthur Webster",male,58,0,2,35273,D48
661,1,1,"Frauenthal, Dr. Henry William",male,50,2,0,PC 17611,
662,0,3,"Badt, Mr. Mohamed",male,40,0,0,2623,
663,0,1,"Colley, Mr. Edward Pomeroy",male,47,0,0,5727,E58
664,0,3,"Coleff, Mr. Peju",male,36,0,0,349210,
665,1,3,"Lindqvist, Mr. Eino William",male,20,1,0,STON/O 2. 3101285,
666,0,2,"Hickman, Mr. Lewis",male,32,2,0,S.O.C. 14879,
667,0,2,"Butler, Mr. Reginald Fenton",male,25,0,0,234686,
668,0,3,"Rommetvedt, Mr. Knud Paust",male,,0,0,312993,
669,0,3,"Cook, Mr. Jacob",male,43,0,0,A/5 3536,
670,1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",female,,1,0,19996,C126
671,1,2,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)",female,40,1,1,29750,
672,0,1,"Davidson, Mr. Thornton",male,31,1,0,F.C. 12750,B71
673,0,2,"Mitchell, Mr. Henry Michael",male,70,0,0,C.A. 24580,
674,1,2,"Wilhelms, Mr. Charles",male,31,0,0,244270,
675,0,2,"Watson, Mr. Ennis Hastings",male,,0,0,239856,
676,0,3,"Edvardsson, Mr. Gustaf Hjalmar",male,18,0,0,349912,
677,0,3,"Sawyer, Mr. Frederick Charles",male,24.5,0,0,342826,
678,1,3,"Turja, Miss. Anna Sofia",female,18,0,0,4138,
679,0,3,"Goodwin, Mrs. Frederick (Augusta Tyler)",female,43,1,6,CA 2144,
680,1,1,"Cardeza, Mr. Thomas Drake Martinez",male,36,0,1,PC 17755,B51 B53 B55
681,0,3,"Peters, Miss. Katie",female,,0,0,330935,
682,1,1,"Hassab, Mr. Hammad",male,27,0,0,PC 17572,D49
683,0,3,"Olsvigen, Mr. Thor Anderson",male,20,0,0,6563,
684,0,3,"Goodwin, Mr. Charles Edward",male,14,5,2,CA 2144,
685,0,2,"Brown, Mr. Thomas William Solomon",male,60,1,1,29750,
686,0,2,"Laroche, Mr. Joseph Philippe Lemercier",male,25,1,2,SC/Paris 2123,
687,0,3,"Panula, Mr. Jaako Arnold",male,14,4,1,3101295,
688,0,3,"Dakic, Mr. Branko",male,19,0,0,349228,
689,0,3,"Fischer, Mr. Eberhard Thelander",male,18,0,0,350036,
690,1,1,"Madill, Miss. Georgette Alexandra",female,15,0,1,24160,B5
691,1,1,"Dick, Mr. Albert Adrian",male,31,1,0,17474,B20
692,1,3,"Karun, Miss. Manca",female,4,0,1,349256,
693,1,3,"Lam, Mr. Ali",male,,0,0,1601,
694,0,3,"Saad, Mr. Khalil",male,25,0,0,2672,
695,0,1,"Weir, Col. John",male,60,0,0,113800,
696,0,2,"Chapman, Mr. Charles Henry",male,52,0,0,248731,
697,0,3,"Kelly, Mr. James",male,44,0,0,363592,
698,1,3,"Mullens, Miss. Katherine ""Katie""",female,,0,0,35852,
699,0,1,"Thayer, Mr. John Borland",male,49,1,1,17421,C68
700,0,3,"Humblen, Mr. Adolf Mathias Nicolai Olsen",male,42,0,0,348121,F G63
701,1,1,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)",female,18,1,0,PC 17757,C62 C64
702,1,1,"Silverthorne, Mr. Spencer Victor",male,35,0,0,PC 17475,E24
703,0,3,"Barbara, Miss. Saiide",female,18,0,1,2691,
704,0,3,"Gallagher, Mr. Martin",male,25,0,0,36864,
705,0,3,"Hansen, Mr. Henrik Juul",male,26,1,0,350025,
706,0,2,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",male,39,0,0,250655,
707,1,2,"Kelly, Mrs. Florence ""Fannie""",female,45,0,0,223596,
708,1,1,"Calderhead, Mr. Edward Pennington",male,42,0,0,PC 17476,E24
709,1,1,"Cleaver, Miss. Alice",female,22,0,0,113781,
710,1,3,"Moubarek, Master. Halim Gonios (""William George"")",male,,1,1,2661,
711,1,1,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",female,24,0,0,PC 17482,C90
712,0,1,"Klaber, Mr. Herman",male,,0,0,113028,C124
713,1,1,"Taylor, Mr. Elmer Zebley",male,48,1,0,19996,C126
714,0,3,"Larsson, Mr. August Viktor",male,29,0,0,7545,
715,0,2,"Greenberg, Mr. Samuel",male,52,0,0,250647,
716,0,3,"Soholt, Mr. Peter Andreas Lauritz Andersen",male,19,0,0,348124,F G73
717,1,1,"Endres, Miss. Caroline Louise",female,38,0,0,PC 17757,C45
718,1,2,"Troutt, Miss. Edwina Celia ""Winnie""",female,27,0,0,34218,E101
719,0,3,"McEvoy, Mr. Michael",male,,0,0,36568,
720,0,3,"Johnson, Mr. Malkolm Joackim",male,33,0,0,347062,
721,1,2,"Harper, Miss. Annie Jessie ""Nina""",female,6,0,1,248727,
